,event_name,venue,neighborhood,start_date,start_time,end_date,end_time,all_day_event,category,event_cost,purchase_req,free,show_map_link,show_map,event_description,stage_time,event_website
320,(8-11PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-19,8:00 PM,2020-03-19,11:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 8PM-11PM (last hourly mic ends at 11:45PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fwcafe
321,(8PM-10PM Hourly) 10 Min Spots Koreatown Fourth Wall 2nd Stage,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-19,8:00 PM,2020-03-19,11:00 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Bomb Shelter Room""
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 8PM-10PM (venue closes 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/hollywoodfourthwall
Hosted by Bret Eby & Rob Morris",10 min.,https://slotted.co/hollywoodfourthwall
322,(8PM-10PM Hourly) 10 Min Spots NoHo Fourth Wall 2nd Stage,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-19,8:00 PM,2020-03-19,11:00 PM,False,Open Mic,$8,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at slotted.co/fourthwall or 510-604-6723 or at https://slotted.co/fourthwall
Mic runs every hour on the hour from 8PM-10PM (ends at 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/fourthwall
Hosted by Travis Clyburn & Joe Manente",10 min.,https://slotted.co/fourthwall
324,(8PM-11PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-19,8:00 PM,2020-03-19,11:59 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 8PM-11PM (last mic ends at 12AM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
331,1739 Public House,1739 Public House,Los Feliz/Silverlake/Echo Park,2020-03-19,8:30 PM,2020-03-19,10:30 PM,False,Open Mic,$0,No,True,True,True,"

in back patio 
Starts 8:30PM 
Ends 10:30PM 
First come, first served
5 min. 
Hosted by Little Baby J ",5 min.,
335,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-19,9:00 PM,2020-03-19,11:00 PM,False,Open Mic,,1 item,True,True,True,"

Starts 9PM
Lottery
Mixed in w/booked spots
3-5 min.",3 min.,
336,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-19,9:00 PM,2020-03-19,10:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 9PM
Ends 10PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
338,Skiptown Playhouse,Skiptown Playhouse,Hollywood/East Hollywood,2020-03-19,9:30 PM,2020-03-19,11:30 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up 9:15PM
Starts 9:30PM
Ends 11:30PM
6 min.
First come, first served
Hosted by Rocky Cusseaux",6 min.,
401,The Fanatic Salon,The Fanatic Salon,Westside/Santa Monica,2020-03-20,10:00 PM,2020-03-20,11:59 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up 9:30PM
Starts 10PM
Lottery
5-7 min.
Hosted by Shanon O'Donnell",5 min.,
402,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-20,10:00 PM,2020-03-20,11:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 10PM
Ends 11PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
346,(11AM-12PM Hourly) Improv Mic @ Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-20,11:00 AM,2020-03-20,1:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fwcafe
Hourly starting at 11PM (last mic ends at 12:45PM at latest)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
348,(12PM-1PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-20,12:00 PM,2020-03-20,2:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 12PM-1PM (last mic ends at 2PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
351,(1-2PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-20,1:00 PM,2020-03-20,2:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 1PM-2PM (last hourly mic ends at 2:45PM)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
352,Tchotchke Mic ,Tchotchke Mic (Storefront in Thai Town),Hollywood/East Hollywood,2020-03-20,2:00 PM,2020-03-20,4:00 PM,False,Open Mic,,1 item,True,True,True,"

""1 tchotchke min.
Starts 2PM
Ends 4PM
7 min.
Must work clean""",7 min.,
353,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-20,2:00 PM,2020-03-20,3:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 2PM
Ends 3PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
355,(3PM-6PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-20,3:00 PM,2020-03-20,7:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 3PM-6PM (last mic ends at 7PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
359,(4-10PM Hourly) Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-20,4:00 PM,2020-03-20,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Address is 1424 E. Long Beach Blvd., Long Beach, CA
includes bottled water
Sign-up in advance at https://slotted.co/therapeuticnoise
Mic runs every hour on the hour from 4PM-10PM (last mic ends 11PM)
6 min.
Must be on time
Must stay for whole hour",6 min.,https://slotted.co/therapeuticnoise
361,Improv Mic @ Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-20,4:00 PM,2020-03-20,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
362,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-20,4:00 PM,2020-03-20,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fourthwall
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fourthwall
364,(5PM-10PM Hourly) Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-20,5:00 PM,2020-03-20,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 5PM-10PM (venue closes 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
365,(5PM-10PM Hourly) NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-20,5:00 PM,2020-03-20,11:00 PM,False,Open Mic,$5,No,True,True,True,"

At strip mall w/7-11
Sign-up in advance only at 510-604-6723 or https://slotted.co/fourthwall
Mic runs every hour on the hour from 5PM-10PM (ends 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente and Travis Clyburn",5 min.,https://slotted.co/fourthwall
367,The Clubhouse,The Clubhouse,Los Feliz/Silverlake/Echo Park,2020-03-20,5:00 PM,2020-03-20,7:00 PM,False,Open Mic,$0,No,True,True,True,"

Next to Jons
Starts 5PM
Ends 7PM
Lottery
3-5 min.
Hosted by Jenn Jones and Elise Golgowski","3 min, 5 min",
369,The Open Mic Spot,The Open Mic Spot,South LA,2020-03-20,6:00 PM,2020-03-20,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in person or in advance at https://slotted.co/openmicspot
Starts 6PM
Ends 10PM
5 min.

$5-5 minute 
$7-7 minute 
$10-10 minute  
$1- +1 minute 
2 FREE minutes if you repost our open mic flyers",5 min.,https://slotted.co/openmicspot
371,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-20,6:00 PM,2020-03-20,8:00 PM,False,Open Mic,,1 item,True,True,True,"

Starts 6PM
Lottery
Mixed in w/booked spots
3-5 min.",3 min.,
372,HaHa Cafe (Patio),HaHa Cafe,Burbank/NoHo/Valley,2020-03-20,6:00 PM,2020-03-20,11:59 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends Midnight
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
373,HaHa Cafe,HaHa Cafe,Burbank/NoHo/Valley,2020-03-20,6:00 PM,2020-03-20,8:00 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends 8PM
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
377,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-20,7:00 PM,2020-03-20,8:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 7PM
Ends 8PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
378,Garage behind Food 4 Less,Garage behind Food 4 Less,Koreatown/Mid-City,2020-03-20,7:00 PM,2020-03-20,9:30 PM,False,Open Mic,$2,No,True,True,True,"

in alley behind Food 4 Less
Starts 7PM
Ends 9:30PM
First come, first served
6 min.
Best set of the night wins $10
Hosted by Victor Martinez Jr.",6 min.,
381,Mingles Tea Bar,Mingles Tea Bar,South LA,2020-03-20,7:00 PM,2020-03-20,9:00 PM,False,Open Mic,$5,No,True,True,True,"

Starts 7PM
Ends 9PM
First come, first served
6 min.
All performers welcome (comics, poets, musicians, etc.)
Hosted by Bileko Wissa and Julien Tshikuna of the Bantu Boyz",6 min.,
384,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-20,8:00 PM,2020-03-20,9:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 8PM
Ends 9PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
387,(8-11PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-20,8:00 PM,2020-03-20,11:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 8PM-11PM (last hourly mic ends at 11:45PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fwcafe
388,(8PM-10PM Hourly) 10 Min Spots Koreatown Fourth Wall 2nd Stage,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-20,8:00 PM,2020-03-20,11:00 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Bomb Shelter Room""
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 8PM-10PM (venue closes 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/hollywoodfourthwall
Hosted by Bret Eby & Rob Morris",10 min.,https://slotted.co/hollywoodfourthwall
389,(8PM-10PM Hourly) 10 Min Spots NoHo Fourth Wall 2nd Stage,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-20,8:00 PM,2020-03-20,11:00 PM,False,Open Mic,$8,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at slotted.co/fourthwall or 510-604-6723 or at https://slotted.co/fourthwall
Mic runs every hour on the hour from 8PM-10PM (ends at 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/fourthwall
Hosted by Travis Clyburn & Joe Manente",10 min.,https://slotted.co/fourthwall
391,(8PM-11PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-20,8:00 PM,2020-03-20,11:59 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 8PM-11PM (last mic ends at 12AM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
392,Adam Barnhardt's Clown House,Adam Barnhardt's Clown House,DTLA,2020-03-20,8:00 PM,2020-03-20,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up 7:30PM
Starts 8PM
10 min.
Hosted by Brinan Weeks",10 min.,
445,The Ruby LA,The Ruby LA,DTLA,2020-03-20,8:00 PM,2020-03-20,9:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 8PM
Ends 9PM
Sign-up in advance at https://therubyla.com/events/the-ruby-la-open-mic-2020-03-20/
5 min.
Limited 2-3 min. walk-up spots available",5 min.,https://therubyla.com/events/the-ruby-la-open-mic-2020-03-20/
396,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-20,9:00 PM,2020-03-20,10:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 9PM
Ends 10PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
411,(11AM-12PM Hourly) Improv Mic @ Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-21,11:00 AM,2020-03-21,1:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host.
Sign-up in advance at https://slotted.co/fwcafe
Hourly starting at 11PM (last mic ends at 12:45PM at latest)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
409,(12PM-1PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-21,12:00 PM,2020-03-21,2:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic.
Mic runs every hour on the hour from 12PM-1PM (last mic ends at 2PM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
414,(1-2PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-21,1:00 PM,2020-03-21,2:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 1PM-2PM (last hourly mic ends at 2:45PM)
5 min 
Comic must be on time and stay for whole mic",5 min.,https://slotted.co/fwcafe
415,15 Mins. Spots NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-21,1:00 PM,2020-03-21,2:45 PM,False,Open Mic,$12,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at 510-604-6723 or https://slotted.co/fourthwall
Starts 1PM
Ends 2:45PM at latest
First come, first served 
15 min.
Comic must be on time and stay for whole mic 
Hosted by Travis Clyburn & Joe Manente",15 min.,https://slotted.co/fourthwall
416,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-21,2:00 PM,2020-03-21,3:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 2PM
Ends 3PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
417,The Melody Bar & Grill,The Melody Bar & Grill,South LA,2020-03-21,2:00 PM,2020-03-21,5:00 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 1:45PM
Starts 2PM
Ends 5PM
First come, first served
5-8 min.
Comics arriving late will get 1 less min. of stage time
Optional feedback available
Hosted by Kelly Love and L.G. Ross",5 min.,
419,(3PM-6PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-21,3:00 PM,2020-03-21,7:00 PM,False,Open Mic,$5,No,True,True,True,"*entrance located in rear, look for the red door.
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 3PM-6PM (last mic ends at 7PM)
5 min.
Must be on time",5 min.,
422,15 Mins. Spots NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-21,3:00 PM,2020-03-21,4:45 PM,False,Open Mic,$12,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at 510-604-6723 or https://slotted.co/fourthwall
Starts 3PM
Ends 4:45PM at latest
First come, first served 
15 min.
Comic must be on time and stay for whole mic 
Hosted by Travis Clyburn & Joe Manente",15 min.,https://slotted.co/fourthwall
423,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-21,3:00 PM,2020-03-21,3:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Starts 3PM 
Ends 3:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
426,(4-6PM Hourly) Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-21,4:00 PM,2020-03-21,7:00 PM,False,Open Mic,$5,No,True,True,True,"

Address is 1424 E. Long Beach Blvd., Long Beach, CA
includes bottled water
Sign-up in advance at https://slotted.co/therapeuticnoise
Mic runs every hour on the hour from 4PM-7PM (last mic ends 8PM)
6 min.
Must be on time
Must stay for whole hour",6 min.,https://slotted.co/therapeuticnoise
427,Improv Mic @ Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-21,4:00 PM,2020-03-21,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/hollywoodfourthwall.
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
428,Improv Mic @ NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-21,4:00 PM,2020-03-21,4:45 PM,False,Open Mic,$5,No,True,True,True,"

For stand-up riffing and crowd work
Suggestions will be provided by fellow comics and/or pulled from a hat by host
Sign-up in advance at https://slotted.co/fourthwall.
Starts 4PM 
Ends 4:45PM at latest
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fourthwall
429,Oeno Vino,Oeno Vino,Los Feliz/Silverlake/Echo Park,2020-03-21,4:30 PM,2020-03-21,6:30 PM,False,Open Mic,,1 item,True,True,True,"

Downstairs
Starts 4:30PM
Ends 6:30PM
3 min.
Lottery
Hosted by Cooper Lyden",3 min.,
430,(5PM-10PM Hourly) Koreatown Fourth Wall,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-21,5:00 PM,2020-03-21,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 5PM-10PM (venue closes 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/hollywoodfourthwall
431,(5PM-10PM Hourly) NoHo Fourth Wall,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-21,5:00 PM,2020-03-21,11:00 PM,False,Open Mic,$5,No,True,True,True,"

At strip mall w/7-11
Sign-up in advance only at 510-604-6723 or https://slotted.co/fourthwall
Mic runs every hour on the hour from 5PM-10PM (ends 11PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente and Travis Clyburn",5 min.,https://slotted.co/fourthwall
433,The Open Mic Spot,The Open Mic Spot,South LA,2020-03-21,6:00 PM,2020-03-21,8:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in person or in advance at https://openmicspot.com/open-mic/
Starts 6PM
Ends 8PM
5 min.",5 min.,https://openmicspot.com/open-mic/
434,HaHa Cafe (Patio),HaHa Cafe,Burbank/NoHo/Valley,2020-03-21,6:00 PM,2020-03-21,11:59 PM,False,Open Mic,$5,No,True,True,True,"

Starts 6PM
Ends Midnight
Lottery
$5 for 5 min.
$10 for 10 min.",5 min.,
435,Innovation Brew Works,Innovation Brew Works,San Gabriel Valley,2020-03-21,6:00 PM,2020-03-21,9:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 6PM
Ends 9PM
First come, first served
20 min.",20 min.,
437,Sycamore Tavern,Sycamore Tavern,Hollywood/East Hollywood,2020-03-21,7:00 PM,2020-03-21,9:00 PM,False,Open Mic,,1 item,True,True,True,"

Starts 7PM
Lottery
5 min.
Hosted by John Pridmore",5 min.,
440,Improv Mic @ Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-21,7:00 PM,2020-03-21,8:00 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Starts 7PM
Ends 8PM
Set must be improvised from topics from hat
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
438,Wren Theater,Wren Theater,Hollywood/East Hollywood,2020-03-21,8:00 PM,2020-03-21,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up 6:30PM
Starts 7PM
5 min.
Mixed in with booked spots
Hosted by Laura Laham",5 min.,
446,(8-11PM Hourly) Fourth Wall Comedy Cafe,Fourth Wall Comedy Cafe,Hollywood/East Hollywood,2020-03-21,8:00 PM,2020-03-21,11:45 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/fwcafe
Mic runs every hour on the hour from 8PM-11PM (last hourly mic ends at 11:45PM)
5 min 
Comic must be on time and stay for whole mic 
Hosted by Joe Manente",5 min.,https://slotted.co/fwcafe
449,(8PM-10PM Hourly) 10 Min Spots Koreatown Fourth Wall 2nd Stage,Koreatown Fourth Wall,Koreatown/Mid-City,2020-03-21,8:00 PM,2020-03-21,11:00 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Bomb Shelter Room""
Sign-up in advance at https://slotted.co/hollywoodfourthwall
Mic runs every hour on the hour from 8PM-10PM (venue closes 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/hollywoodfourthwall
Hosted by Bret Eby & Rob Morris",10 min.,https://slotted.co/hollywoodfourthwall
450,(8PM-10PM Hourly) 10 Min Spots NoHo Fourth Wall 2nd Stage,NoHo Fourth Wall,Burbank/NoHo/Valley,2020-03-21,8:00 PM,2020-03-21,11:00 PM,False,Open Mic,$8,No,True,True,True,"

at strip mall w/7-11, in store front w/""Farmers Insurance"" sign
Sign-up in advance at slotted.co/fourthwall or 510-604-6723 or at https://slotted.co/fourthwall
Mic runs every hour on the hour from 8PM-10PM (ends at 11PM)
First come, first served 
10 min.
Comic must be on time and stay for whole mic
please note the rules of the mic at https://slotted.co/fourthwall
Hosted by Travis Clyburn & Joe Manente",10 min.,https://slotted.co/fourthwall
452,(8PM-11PM Hourly) Flashback Mic (in Melrose),Flashback Mic (on Melrose),WeHo/Fairfax/Beverly Hills,2020-03-21,8:00 PM,2020-03-21,11:59 PM,False,Open Mic,$5,No,True,True,True,"

*entrance located in rear, look for the red door
Sign-up in advance at https://slotted.co/fbmic
Mic runs every hour on the hour from 8PM-11PM (last mic ends at 12AM)
5 min.
Must be on time",5 min.,https://slotted.co/fbmic
455,Garage behind Food 4 Less,Garage behind Food 4 Less,Koreatown/Mid-City,2020-03-21,9:00 PM,2020-03-21,2:00 AM,False,Open Mic,$0,No,True,True,True,"

in alley behind Food 4 Less
Starts 11PM
Ends 2AM
First come, first served
6 min.
Hosted by Victor Martinez Jr.",6 min.,
13,Friends & Family,Friends & Family,Hollywood/East Hollywood,2020-03-22,3:00 PM,2020-03-22,4:30 PM,False,Open Mic,"
",1 item,True,True,True,"

Sign-up 2:30PM-3PM
Starts 3PM
Ends 4:30PM
Lottery
20 spots only
4 min.
Hosted by Jake Grafstein",4 min.,
406,Three Clubs,Three Clubs,Hollywood/East Hollywood,2020-03-27,11:59 PM,2020-03-28,2:00 AM,False,Open Mic,$0,No,True,True,True,"

Sign-up in advance by following & messaging @midnightspecialcomedy on Instagram
Starts at Midnight
Ends at closing time
5 min.
Hosted by Joe Carl Abou-Sakher",5 min.,
182,Shanghai'd,Shanghai'd,Orange County,2020-03-31,8:00 PM,2020-03-31,10:00 PM,False,Open Mic,$0,1 drink,True,True,True,"

Sign-up 7:30PM
Starts 8PM
5-10 min.
First come, first served
Hosted by Kevin Bennett",5 min.,
214,Lyric Hyperion Theatre & Cafe,Lyric Hyperion Theatre & Cafe,Los Feliz/Silverlake/Echo Park,2020-04-01,4:00 PM,2020-04-01,6:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 3:30PM 
Starts 4PM 
Ends 6PM 
Lottery 
4 min. 
Mixed in w/booked spots 
Hosted by Henry Epstein",4 min.,
296,Studio City Library,Studio CIty Library,Burbank/NoHo/Valley,2020-04-02,6:00 PM,2020-04-02,7:30 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 5:30PM
Starts 6PM
Ends 7:30PM
First come, first served
5 min.
6 min. w/library card
Hosted By Alan Squats",5 min.,
297,Edendale Branch Library,Edendale Branch Library,Los Feliz/Silverlake/Echo Park,2020-04-02,6:00 PM,2020-04-02,8:00 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 5:45PM
Starts 6PM
Ends 7:30PM
First come, first served
5 min.
Ages 18+ 
Hosted by George Chen",5 min.,
368,Improv Jam ,UCB Sunset Inner Sanctum,Hollywood/East Hollywood,2020-04-03,6:00 PM,2020-04-03,7:00 PM,False,Open Mic,$0,No,True,True,True,"

For improv only
Starts 6PM
Anyone can play",,
290,Lyric Hyperion Theatre & Cafe,Lyric Hyperion Theatre & Cafe,Los Feliz/Silverlake/Echo Park,2020-04-04,4:00 PM,2020-04-04,6:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 4:30PM 
Starts 5PM 
Ends 7PM 
Lottery 
4 min. 
Mixed in w/booked spots 
Hosted by Henry Epstein",4 min.,
